ad_id,advertiser,country,start_date,status,collected_at,source,platform,target_age,target_gender,duration_days,impressions,clicks,ctr_pct,conversions,cr_pct,spent_kzt,cpc_kzt,cac_kzt,revenue_kzt,roas,budget_kzt
4287983114795622,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",35-44,Все,75,1170198,13188,1.127,201,1.531,2984840.04,226.33,14849.95,2513907,0.84,4938532
1618949269151343,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,55+,Все,71,961527,13124,1.365,452,3.45,1057138.2,80.55,2338.8,10061972,9.52,2962057
1502687904794774,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",18-24,Женщины,76,1074646,20353,1.894,389,1.913,3735182.56,183.52,9602.01,6063343,1.62,3003536
647972601242484,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,25-34,Женщины,37,244603,3510,1.435,135,3.873,835204.5,237.95,6186.7,3395655,4.07,3219218
1279415790950464,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Женщины,23,1029195,9375,0.911,388,4.141,2050500.0,218.72,5284.79,15485468,7.55,1160662
959837889902779,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Женщины,32,1839624,21063,1.145,864,4.104,3857056.56,183.12,4464.19,34856352,9.04,1885185
1487497358943574,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,50,1095435,15007,1.37,325,2.169,2352347.25,156.75,7237.99,2988700,1.27,3632478
919439130704060,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Все,15,25080,392,1.565,12,3.204,36091.44,92.07,3007.62,240036,6.65,2430342
1253246510296291,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,80,1412948,15669,1.109,463,2.956,2546525.88,162.52,5500.06,19641849,7.71,4813054
3683997248407222,Kaspi,KZ,17 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Все,66,213278,2235,1.048,54,2.457,429187.05,192.03,7947.91,1724814,4.02,3914666
1232569482373350,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,75,1688964,29506,1.747,640,2.171,6682518.88,226.48,10441.44,11177600,1.67,3877432
808888874827962,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Все,19,533882,6203,1.162,105,1.704,1418377.98,228.66,13508.36,4311930,3.04,2039209
1467159955200357,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Все,34,1789843,35868,2.004,931,2.597,4310616.24,120.18,4630.09,34024326,7.89,1282344
1265711745710237,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,43,828773,6655,0.803,240,3.617,832407.4,125.08,3468.36,8356560,10.04,3679056
2145458702943190,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Все,14,632241,6328,1.001,104,1.658,740439.28,117.01,7119.61,4215432,5.69,4582495
2038411823394819,Kaspi,KZ,10 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,18-24,Женщины,17,1798283,26147,1.454,432,1.654,4452572.63,170.29,10306.88,16537392,3.71,4499591
1783745155918109,Kaspi,KZ,12 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Все,38,503258,8444,1.678,341,4.042,1255116.16,148.64,3680.69,14435894,11.5,1070097
4444268105833266,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Мужчины,33,1234049,16597,1.345,390,2.354,2922565.73,176.09,7493.76,8614710,2.95,1187726
776706285052076,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,8,1363713,13228,0.97,311,2.354,1732868.0,131.0,5571.92,3033494,1.75,3820092
1639391843617956,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,35-44,Мужчины,15,457016,4090,0.895,75,1.858,678940.0,166.0,9052.53,2090400,3.08,1338703
930137809390504,Kaspi,KZ,9 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Мужчины,74,1149210,15744,1.37,496,3.152,3142502.4,199.6,6335.69,23737568,7.55,1823276
2133844577372804,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",35-44,Женщины,26,291628,5893,2.021,229,3.902,736389.28,124.96,3215.67,9447624,12.83,1368946
1974631576818980,Kaspi,KZ,29 янв 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Все,69,436974,7572,1.733,287,3.803,1490699.64,196.87,5194.08,10941014,7.34,2266889
911875088267350,Kaspi,KZ,3 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Женщины,40,102456,1924,1.878,68,3.582,155074.4,80.6,2280.51,3179204,20.5,4053211
26327731593542407,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Женщины,76,244616,3740,1.529,145,3.884,347034.6,92.79,2393.34,2141360,6.17,4087697
2034752843740508,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Женщины,52,97721,1328,1.359,52,3.927,175827.2,132.4,3381.29,395928,2.25,1742300
1648052893299568,Kaspi,KZ,10 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Все,26,1184160,14920,1.26,387,2.597,3436076.0,230.3,8878.75,17676225,5.14,1362295
1471716081033485,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Женщины,38,1554687,12934,0.832,467,3.612,3067427.44,237.16,6568.37,14935594,4.87,3958576
1549016249402571,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",25-34,Все,51,91211,1183,1.297,24,2.101,267310.68,225.96,11137.94,843984,3.16,1406771
2089074722489022,Kaspi,KZ,5 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Женщины,51,845643,14020,1.658,537,3.834,1903916.0,135.8,3545.47,12507804,6.57,698511
785276057313030,Kaspi,KZ,9 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Все,81,67882,834,1.23,34,4.12,83074.74,99.61,2443.37,567868,6.84,4998103
1371315530969438,Kaspi,KZ,27 янв 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Все,21,1659259,20724,1.249,650,3.137,2763130.92,133.33,4250.97,25035400,9.06,4145385
650869970911271,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Все,32,924478,7932,0.858,317,3.999,636860.28,80.29,2009.02,12770979,20.05,2636767
1462639448821255,Kaspi,KZ,16 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,71,1401224,22559,1.61,776,3.443,5056825.44,224.16,6516.53,19152456,3.79,3269918
1266547041607028,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Мужчины,29,1172687,20006,1.706,527,2.635,2033409.84,101.64,3858.46,15729369,7.74,3875579
3927645734198924,Kaspi,KZ,1 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,84,10851,164,1.512,3,2.067,21592.24,131.66,7197.41,129027,5.98,3906405
900348842884654,Kaspi,KZ,12 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Женщины,17,1082009,18156,1.678,714,3.933,2912948.64,160.44,4079.76,11509680,3.95,4209105
1458390795738152,Kaspi,KZ,18 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Все,25,1585250,14600,0.921,341,2.338,1750978.0,119.93,5134.83,6155050,3.52,3311762
1497311998589796,Kaspi,KZ,18 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Мужчины,80,1621638,25865,1.595,677,2.619,2389408.7,92.38,3529.41,31326144,13.11,4485732
1304888537694634,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Женщины,61,1385853,15479,1.117,605,3.91,3047815.1,196.9,5037.71,7250925,2.38,3852531
1218450186678343,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,24,1178964,16552,1.404,627,3.791,2025302.72,122.36,3230.15,21891078,10.81,4844944
979483211431079,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Все,61,1879455,38246,2.035,1415,3.701,5937309.04,155.24,4195.98,53884615,9.08,3161688
913925471533360,Kaspi,KZ,16 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,35-44,Мужчины,69,1586590,21974,1.385,708,3.222,2681487.22,122.03,3787.41,27727404,10.34,4481857
874695762259386,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,25-34,Все,17,501768,8670,1.728,204,2.363,1094067.3,126.19,5363.07,8241396,7.53,1149977
1278264714262994,Kaspi,KZ,2 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Все,76,1491468,25384,1.702,665,2.62,2953936.08,116.37,4442.01,17744860,6.01,3713132
1104479661211673,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Все,80,826792,15568,1.883,479,3.077,3640109.76,233.82,7599.39,3008120,0.83,2235052
778650021974469,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Все,75,827861,9834,1.188,400,4.074,2213535.06,225.09,5533.84,12984000,5.87,3450766
1726961638741680,Kaspi,KZ,19 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Все,58,924014,10025,1.085,255,2.55,1629664.0,162.56,6390.84,12452925,7.64,4595565
907137331799891,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,89,836320,6983,0.835,229,3.29,1261269.46,180.62,5507.73,2404729,1.91,4980553
3756412694667792,Kaspi,KZ,23 ноя 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,55,805038,6963,0.865,189,2.728,944530.95,135.65,4997.52,5125302,5.43,2024453
3957324874565506,Kaspi,KZ,1 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Все,35,1580817,22305,1.411,936,4.2,3829768.5,171.7,4091.63,26147160,6.83,1187079
1743225033779270,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Мужчины,21,52739,558,1.059,11,2.144,103581.54,185.63,9416.5,396385,3.83,2574362
2600922006976434,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Женщины,27,361879,6502,1.797,266,4.102,1189866.0,183.0,4473.18,3326596,2.8,2649527
1574248787004194,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Женщины,32,1217533,24448,2.008,999,4.087,4771027.2,195.15,4775.8,30964005,6.49,715406
1507286514445636,Kaspi,KZ,1 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,35-44,Женщины,79,1630009,15191,0.932,508,3.347,1994122.57,131.27,3925.44,6569964,3.29,2537168
960376423602428,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Мужчины,69,154612,2566,1.66,62,2.421,425981.66,166.01,6870.67,2016736,4.73,4093495
1623339018853110,Kaspi,KZ,28 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",55+,Мужчины,41,923282,15880,1.72,461,2.909,1745847.2,109.94,3787.09,21956508,12.58,4356573
752530974257199,Kaspi,KZ,11 сен 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Все,18,1543073,21078,1.366,499,2.37,3809216.16,180.72,7633.7,10522912,2.76,4399643
1720329965793324,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,30,1411292,21748,1.541,342,1.577,3141063.64,144.43,9184.4,8994600,2.86,4398257
891240130614800,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",25-34,Все,8,1856164,23053,1.242,893,3.876,4180661.55,181.35,4681.59,36991632,8.85,2667217
1187110856834789,Kaspi,KZ,12 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",45-54,Все,89,1034622,17961,1.736,385,2.149,3132039.18,174.38,8135.17,13937385,4.45,2524641
1875308456471402,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Женщины,54,858090,10151,1.183,236,2.327,2005837.6,197.6,8499.31,10174432,5.07,1280588
2476457542808365,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",35-44,Все,41,1574339,21300,1.353,521,2.45,3697041.0,173.57,7096.05,18097456,4.9,3383646
1560756201102524,Kaspi,KZ,23 апр 2023,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Мужчины,31,671752,11675,1.738,344,2.947,1171236.0,100.32,3404.76,5893752,5.03,1512134
764024763094355,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Женщины,29,220818,3480,1.576,80,2.3,770994.0,221.55,9637.42,2292000,2.97,4900973
1432660221311763,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Все,88,105453,1017,0.965,30,2.994,249805.71,245.63,8326.86,398250,1.59,4980649
3335508476626156,Kaspi,KZ,19 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Мужчины,68,933730,13165,1.41,540,4.107,1815716.8,137.92,3362.44,11634840,6.41,2885211
815547541597724,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,25-34,Все,45,1330043,11917,0.896,227,1.91,2344073.9,196.7,10326.32,9508122,4.06,4625069
913294914901956,Kaspi,KZ,19 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",35-44,Женщины,64,1668303,26492,1.588,952,3.594,4904463.96,185.13,5151.75,28491456,5.81,3991120
1215936647278174,Kaspi,KZ,6 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,35-44,Женщины,33,1312388,15709,1.197,642,4.092,1417580.16,90.24,2208.07,7384926,5.21,4097285
1508102840729177,Kaspi,KZ,2 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Мужчины,64,374513,3760,1.004,72,1.923,653638.4,173.84,9078.31,2287584,3.5,1181049
949412257578137,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Женщины,36,1492593,16433,1.101,627,3.821,2104409.98,128.06,3356.32,6059328,2.88,773802
975324578206081,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Все,25,1152030,15586,1.353,296,1.902,1842576.92,118.22,6224.92,6632768,3.6,2159427
1457561092709722,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,66,1738557,27364,1.574,623,2.279,4837134.28,176.77,7764.26,8191827,1.69,3080434
1228137192435183,Kaspi,KZ,4 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",35-44,Все,48,928046,13939,1.502,224,1.608,1305805.52,93.68,5829.49,7462112,5.71,4698264
1549695562795064,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",18-24,Все,41,1424106,15636,1.098,477,3.053,3472911.96,222.11,7280.74,3033243,0.87,1266105
1608831366937792,Kaspi,KZ,3 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Мужчины,62,937422,13826,1.475,275,1.99,3259202.98,235.73,11851.65,11924000,3.66,4446846
1469287124537974,Kaspi,KZ,2 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",35-44,Женщины,59,683307,9094,1.331,347,3.816,1763508.48,193.92,5082.16,9235058,5.24,3418908
1182468553317278,Kaspi,KZ,3 дек 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Женщины,48,1163636,21620,1.858,375,1.738,1864508.8,86.24,4972.02,8077875,4.33,3859236
890440907166931,Kaspi,KZ,2 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Женщины,53,1147901,18997,1.655,312,1.646,3011784.38,158.54,9653.16,12160512,4.04,509655
1444463613879761,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",18-24,Все,63,436892,7811,1.788,144,1.854,979499.4,125.4,6802.08,3438144,3.51,4208108
848234711560426,Kaspi,KZ,3 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,45-54,Все,35,661690,11400,1.723,340,2.991,1979496.0,173.64,5822.05,3776720,1.91,2507372
1928938141083472,Kaspi,KZ,26 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,68,1512826,21905,1.448,745,3.405,2839326.1,129.62,3811.18,24010605,8.46,1791603
2130962470735828,Kaspi,KZ,3 апр 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",45-54,Мужчины,15,1943297,25243,1.299,887,3.515,4591449.27,181.89,5176.38,12370102,2.69,1713344
784312094176135,Kaspi,KZ,29 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Мужчины,81,15379,176,1.147,4,2.306,22542.08,128.08,5635.52,173860,7.71,4759212
1436680394659829,Kaspi,KZ,27 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,55+,Мужчины,31,1167454,14581,1.249,367,2.518,3057489.89,209.69,8331.04,9574296,3.13,4562950
1408949204041734,Kaspi,KZ,3 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Instagram,45-54,Все,56,871457,16670,1.913,585,3.511,1457291.4,87.42,2491.1,17540640,12.04,2459263
914705951037623,Kaspi,KZ,4 фев 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Все,19,1247698,18129,1.453,321,1.771,2473520.76,136.44,7705.67,10867455,4.39,1559030
980488574409102,Kaspi,KZ,27 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Женщины,50,1383175,18437,1.333,313,1.702,4515036.93,244.89,14425.04,7001184,1.55,1709263
4378916272327515,Kaspi,KZ,31 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",55+,Все,87,1797489,34278,1.907,1008,2.941,6671869.92,194.64,6618.92,25958016,3.89,1173733
2330125187467473,Kaspi,KZ,16 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Мужчины,62,1445289,15970,1.105,669,4.193,3777863.2,236.56,5647.03,7307487,1.93,1073954
2529651790761608,Kaspi,KZ,7 янв 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",35-44,Мужчины,44,1904617,32416,1.702,770,2.376,2752766.72,84.92,3575.02,6681290,2.43,1895568
1718057486238025,Kaspi,KZ,27 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,55+,Мужчины,29,874135,9764,1.117,355,3.64,1720514.44,176.21,4846.52,5729700,3.33,1721127
916033611234172,Kaspi,KZ,2 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",18-24,Мужчины,65,1232969,17841,1.447,489,2.745,1861351.53,104.33,3806.44,10583916,5.69,2520226
1644612229995581,Kaspi,KZ,1 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",35-44,Мужчины,45,341298,5737,1.681,232,4.052,531016.72,92.56,2288.87,10093624,19.01,2912829
1620757399139286,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram",55+,Мужчины,80,816760,8649,1.059,154,1.788,1946630.43,225.07,12640.46,4618922,2.37,3034380
1357852799434528,Kaspi,KZ,3 апр 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Instagram,Messenger",45-54,Мужчины,13,1750714,14513,0.829,325,2.241,2785044.7,191.9,8569.37,13678600,4.91,2976575
1800677647275514,Halyk Bank,KZ,20 мар 2026,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),Facebook,18-24,Мужчины,24,748870,7833,1.046,82,1.047,1420279.56,181.32,17320.48,1756850,1.24,1265186
1774156623983461,Halyk Bank,KZ,11 авг 2025,active,2026-04-20,Meta Ads Library KZ (реальные ID + рыночные метрики),"Facebook,Instagram,Messenger",25-34,Все,48,775169,4108,0.53,37,0.917,1335346.48,325.06,36090.45,900580,0.67,2148946
